0|Созданные по-английски эссе Бродского широко известны в России благодаря прекрасным авторизованным |переводам.
0|Проговаривание одних и тех же фрагментов, ритмическая организация роднят, по мнению авторов гипотезы|, внутреннюю речь со └стихотворным текстом и молитвой┘.
0|А читатель уже сейчас может наслаждаться необыкновенным отношением Елены Гуро к Дон Кихоту (в |книге “Небесные верблюжата”, 1913).≉ ≈Тема Дон Кихота у Павла Антокольского растянулась на полвека - от 1920 до 1969 года.
0|Как показывает история     философских институтов в России (например, философских факультетов     в российских, а позднее и| в советских университетах), философия     рассматривалась лишь как средство в руках государственной власти,     иногда «полезное» (с точки зрения национального имиджа или же     «философски-научного» оправдания существующего политического строя),     а иногда «вредное», которое можно взять да отменить (как то было     сделано с известной подачи П. А. Ширинского-Шихматова при Николае     I).≉    ≈Вл.
0|Это истинный мученик высокой мысли, мученик нашего времени и в то же время мученик христианства|”.
0|Зейдлиц безусловно доверял словам Жуковского и не стремился проникнуть за тот флер, которым поэт прикрывал свои| внутренние противоречия.
0|Даже единственный показанный в стихотворении командир, “полковник наш”, погибающий в рукопашной, выглядит командиром не батареи, а |скорее выстроившегося пехотного полка.
0|И вот, когда у поэта отняли один за другим все способы доступа к этой культуре, тоска |по “маслу парижских картин” стала особенно сильной.
0|По ее свидетельству, в исправительно-трудовых лагерях не запрещалось петь во время работы в поле.≉ 54) Лесняк Б|.Н.
0|Случайные встречи по соседству на Красноармейской улице и короткие беседы, прогулки, тоже случайные, по тропкам и дорогам Переделкина|.
0|≉ Доклад └Данилы Давыдова ┘(Москва) “└Стратегии фрагментарности: Павел Улитин, Леон Богданов, Евгений Харитонов┘” был посвящен анализу тенденций, провоцирующих фрагментарное письмо в| русской неподцензурной прозе.
0|Вместо него в реплике Моцарта публикаторы поставили запятую и даже не удосужились хотя бы в “других вариантах” указать на пушкинскую |пунктуацию.
0|“Доселе древние служат нам |образцами.
0|≉ ≈“Я выучил русский…” // СК.|
0|≉ ≈Покой нам только снится // |МП.
0|≉ ≈Юноше, обдумывающему житье // СК.|
0|≉ ≈Ярким языком плаката // СК.|
0|≉ 27) └Сталин И.В.|
0|≉ 331) Продолжение другими средствами // |Русский журнал.
0|≉ 90) Восставший “Ъ” // Знамя.|
0|≉ Приложение : Хозяйство и домоводство.|
0|■15└ Лотман Ю.М.|
0|1–2 (П. Кожанов).|
0|3–4 (Л. Фомина).|
0|411.≉ ≈[37] └Гаспаров М.|
0|И мы его искали.≉ ≈В|.
0|И помни обо мне”.|
0|Разница прежде всего в масштабе|.
0|Соловьев стремится к подобному звуку|.
0|Сталин учил Гегеля по Плеханову|.
0|) ≉ ≈Цель – сделать первое полное издание|.
0|И в не могущем прерваться |разговоре с любимым человеком.
0|Например, найдя другие источники заработка.|
0|О культуре XX века по |существу.
0“|А церкви в Москве есть?|
0)≉ ≉  |Несколько слов по поводу указателя |имен.
0≉ |За что – неясно, – молчит наука.|
0≉ ≈|Задрав штаны, бежать от Интерпола // |КП.
0Любопытно|, что в начале XIX [прав|.
0Так|, в “Покойнице в доме” (опубл|.
0Я| произносила ее в течение пятидесяти| лет часто.
0≉ ≈|Опять, как в годы молодые… // К|.
0175| с.≉ ≈Поводок в руке: [Рец.|
0russ|.ru/krug/20031118_dk.html.|
0А| ведь что главное для поэта?|
0В| этом случае рукоплескания являются способом |символического умирания.
0Ведь| не развратник же, не ветреник.|
0Вместо| термина «традиции поэтики И.С.|
0Возможно| ли, что совпадение случайно?≉ ≈2.|
0Да| он живее всех живых // КП.|
0И| прежде всего, убежден, в провинции.|
0К| тому же у мамы больное |сердце.
0Многочисленные| публикации в русской и французской |периодике.
0Парафразы| “мело-мело” у Искренко неоднозначны.|
0Следовательно|, свободной научной дискуссии быть не |могло.
0Тевекелян|┘ - член парткома московской писательской организации.|
0Ходила| ты к нему иль не |ходила?
0Эйзенштейна| стал основой основ киноэстетики 2 |.
0≉ ≈ |5 Особое место занимает книга В.|
0≉ ≈|Идея у времени в плену // МП.|
0≉ ≈|Разговор с фининспектором о прозе жизни // |И.
0≉ ≈|Что нам стоит корт построить // И.|
0Вполне| естественно, что именно это соотношение, вторящее| положению человека во вселенной, делает заключение всеобъемлющей метафорой христианской метафизики, а заодно и практически повивальной бабкой литературы.
0Долго|!” (└Либединская Л. ┘Литературу надо любить.|
0Июнь|–сентябрь 1929≉ ≈Студенческая песня └Gaudeamus igitur|┘… ≉ ≈«Наша жизнь коротка, / все уносит с собой.
0Не| было только среди них человека, который| бы писал коротко, просто и ясно.
0Не| думаю, что это следствие развития транснациональных| корпораций.
0Подозреваю|, что у Е. Ивановой серьезные проблемы| с пониманием прочитанного.
0СПб|., 1997; журнальный вариант: Знамя, 3, |1996.
0┘|Поэт неслучившейся революции (О Владимире Маяковском).|
0В| издательствах и редакциях появились другие люди.|
0Да|, конечно, можно легко аргументировать, что “высокие |ценности” – это то, что стóит преодолеть.
0Лишь| однажды нашел незнание и у М.|Л.
0Ограничимся| учетом лишь специальных анализов стихотворения Крученых.|
0Они| приходят как бы сами собой, неожиданно.|
0Письма| из Рима■— и “Письма римскому другу”|.
0Турбина| (“Что в имени тебе моем?..”), Л|.В.
0Это| зимнее яблоко вскоре возникает опять: “Хочешь |яблока ночного…” Почему здесь яблоко зимнее?
0≉ ≈|Нигде кроме, как в школьном доме // И.|
0Акт| └Творения┘ конкретизируется здесь в акте └Творчества┘.|
0Доминирование| бытовых деталей, «культура быта», вытесняет из текста| поэзию.
0Он| был молчалив — как мне тогда показалось, — от| усталости.≉ ≈Вспыхнувший во мне интерес к нему сразу погасили насущные проблемы подготовки к ужину, отдыху и ночлегу.
0Распад| СССР означал отход от режима советского гражданства| и начало конструирования нового российского гражданина.
0— |и мысль ложится в тупиковую колею жанровой теории| старого образца.
06|.≉ 23) Подробнее об этом см.: Романов П.|, Суворова М.
0Зато| к его ратным планам прислушивается с удовольствием.|
0(|В этом смысле и отступление от терцин оригинала |выглядит почти преднамеренным, устраняющим “лишние” дантовские аллюзии.
0≉ ≈|11) http://a-pesni.golosa.info/dvor/sodesskogo.|htm.
0≉ ≈|Тексты Крученых вторят └шуму улицы┘, который прославляли футуристы.|
0Но|, когда в игру вступает история, она сметает и| этих.
0≉ ≈■≉ ≈«|…Его монолог – самооправдание, попытка переложить свою вину на “|других”», – пишет обо всех этих словах Бориса В. Непомнящий.
0Впрочем|, оба этих персонажа сливаются в образе “манкуртов, не |помнящих родства”.
0≉ ≈|Лучшие наши лекторы были к студентам гораздо снисходительнее, чем |их менее яркие коллеги.
0Мы| тоже решили, что Ярослава больше нет.≉ 4≉ А он| был.
0По-разному| можно ее и анализировать.≉ ≈Омри Ронен в своей книге| делает это так:≉ ≈“В ней Мандельштам возродил традицию фольклоризованной гражданской сатиры ХIХ века с той постановкой “русского голоса”, которая вызывает в памяти, в первую очередь, “народный стиль” гр. А.К.
0Понимаю| теперь, что на таких, как я, нужен удар, удар| судьбы, чтобы захватить его как в аркан и скрутить внешнею силой.
0≉ ≈|7) Из декларации «Слово как таковое» (Манифесты и программы русских| футуристов.
0Вспомним| ее признание, сделанное, впрочем, много раньше, но, судя по |всему, не отмененное прожитыми годами: “Россия для меня <…> почти тот свет” [7] .≉ ≈Россия, родина, “тот свет” - понятия, образующие у Цветаевой единый смысловой ряд.
0Казалось| бы, долгие годы находясь едва ли не в изоляции |и интеллектуальном одиночестве, он должен был бы радоваться появлению в 1960–1970-х немногочисленных исследователей авангарда.
0Чтобы| понять, насколько нешуточным является это обстоятельство, достаточно сравнить это |с движением по социальной вертикали.
0Выход| за пределы истории для человека и в самом деле равнозначен| концу эволюции.
0Надо| доверять культурной традиции, уже осуществившей выбор из корпуса проблематичных текстов|.
0Но| ее чувствуют все, только смертные – иначе, чем бог – Моцарт» 21| .
0Центральные| темы книги “Флейта и прозаизмы” – темы умолкания и неистинности внешних| знаков признания.
0Не|… Ни… Ни… Ни… Не… Но… <…> …говор пьяных мужичков”.|
0≉ |Что же касается историков литературы, то их первое “самостоятельное” заседание началось с доклада| └Сергея Савинкова ┘(Воронеж) “└Лилит и Ева в русской литературе начала XX века: логика подмены┘”.
0В| современном литературоведении экфрасис принято трактовать существенно шире, применительно к текстам разных эпох |и направлений, включая современных авторов.
0≉ |71) Не только Хлебников считает, что падежные флексии в русском языке имеют и |словоизменительное, и словообразовательное значение.
0Но| вот пророчество, высказанное другим русским мыслителем в порыве редчайшего исторического прозрения, имеет все шансы| сбыться.
0Вернемся|, однако, к нашему определению главных качеств романа Лебедева, к нашему “глубоко и неспешно”.≉ ≈Есть романы| быстрые и легкие.
0Вот| она, слава-то, вот оно, признание народное… Не зарастает, как видим, к Елене Фанайловой народная тропа… Но не тут-то было, не понимает| нас народ, ох, не понимает.
0Крутой| изгиб бедра…”); “Волнообразно двигая спиной…”; “Мы с тобой сплетемся в забытьи…”; “Как жадно я люблю твои уста…”; “У ног твоих я понял в первый раз…”; “За| то, что нет благословения…”; “Она отдалась без упрека…” / Публ.
0Это| – вопль отчаяния, рожденный каждодневными, ранящими его душу столкновениями с той жизнью, в которой ему – и его современникам@ – выпало жить.≉ ≈Когда он прочел это стихотворение Пастернаку, тот сказал:≉ ≈“То|, что Вы мне прочли, не имеет никакого отношения к литературе, поэзии.
0«|Суждены были “благие порывы”» – реминисценция| некрасовского стихотворения «Рыцарь на час».
0) |Далеко не всегда яркая личность| – яркий автор.
0≉ ≈“|Серпастый, молоткастый” пока остается // МП|.
0≉ ≈|…Ленин будет жить // МП.|
02| (Ю. Голышан, В. Харламов)|.
0Адрес|, прямо скажем, не слишком |конкретный.
0Б|. Это неприличие и отученность.|
0БАЛЬМОНТ| ≉ ≈“Тише, тише совлекайте…” //К.|
0В| Калинове эта «общественная жизнь» |чаще всего сводится к ругани и препирательствам купцов и их служащих или «старших» и их подопечных, что время от времени нарушает блаженную тишину города.
0Весело|, нечего сказать.≉ └≈Александр Пушкин.|
0Взгляд| из двадцать первого века // |Вопросы литературы.
0М|.: Издательская группа “Прогресс” – “Культура”, |1995.
0Обрати| внимание на наше поколение!|
0Он| схватился за правый бок.|
0Следовательно|, этого не может никто.|
0СПб|., 1883 (б.с.)|.
0Это|, увы, далеко не очевидно.|
0В газетах корниловцев, а затем |и деникинцев, называют “белыми”.|
0Перед сражением “на поле грозной |сечи / Ночная пала тень”.|
0Просто сделана еще одна попытка |повысить таким путем статус порнографического| текста.
0В дальнейшем пометы всюду цитируются |по этому изданию, с соответствующей проверкой|.
0Идеи и поэтическая практика имажинистов |оказали влияние и на украинскую литературу| [8] .
0Могли послать в “Дом ученых” |на Политехнической.≉ Я пришел с рекомендательной| запиской.
0Просто хроника – вторая реальность, которая |становится первой, и с ней работает| режиссер.
0) стала жить отдельной жизнью и| постепенно образовывать автономное литературное пространство — становиться| какой-то цельностью.
0Да, так жили и живут |поэты, и Блок первым об этом |сказал.
0Или Венедикт Ерофеев при своем |мате и пьянстве – необыкновенное культурное явление.|
0≉ Как ни парадоксально, именно оценочность|, утрированная резкость, отчетливость выбора делают роман |Солженицына многозначным.
0Дру- гими словами – имена тех, |с кем явился он в историю нашей| литературы.
0В досаде он прочел “Поэт |и Чернь” и, кончив, с сердцем сказал: “|В другой раз не станут просить”” 86 .
0Вечно холодная и вечно свободная |тучка уходит вдаль, и нет для нее |ни родины, ни изгнания.
0Прежде всего, докладчик напомнил публике |о совпавшем с конференцией 60-ле-тии |С.Ю.
0Это скрашивало Екатерине Савельевне одиночество, |но несомненно доставляло много хлопот и трудностей.|
0≉ ≈24) Тем более мы не| можем согласиться с попутным замечанием В.П.|
0≉ И, принимая понимание Шкловского, К|. Зелинский делает из него формально правильный вывод: “|…футуристы наглядно довели до абсурда то, о чем всерьез помышляли символисты.
0В оттепель, оживая, люди перефразировали |эти слова: “Ленин и теперь └жалеет┘ всех живых|”.
0Вся русская литература, резюмировал Чуковский, |акцентировала это различие, обвиняя в нравственном разложении дворовых| (“холуев”) крепостное право.
0Вы можете смотреть на него, |как хотите, но несомненно, что он умелый хозяин|.
0Ему удалось то, что удается |немногим: “ни единой долькой” не отступиться от лица|.
0Некоторых, особо затюканных золотым пером |героев даже жалко■— автор, подобно злому школьнику, показывает| товарищам, как долбанулся на физкультуре толстяк.
0Эпопея объединяла “└в ровном свете |художественного приятия┘” миры Николая Ростова, князя Андрея, Пьера| и Каратаева.
0(“На розвальнях, уложенных соломой…”) ≉  Еще| один пример таких “кросс-отсылок” — шварцовская “Надежда”.|
0≉ Есть подозрение, что государству эта| свобода слова сейчас технически нужнее, чем самим подданным|.
0Каково же оно, народное мнение |современных россиян?≉ ≈О традиционных ценностях российской цивилизации Ясин |отзывается довольно критично: «…ценности традиционной русской культуры […] непродуктивны применительно к современным условиям.
0Но Б. Акунин как раз |и соблазняет читателя возможностью вступить в “виртуальную реальность”, самому| сориентироваться в ней.
0Ритм и строфика для Аверинцева |не формальное, а глубоко содержательное понятие, ведущее к голосу|, полученному свыше.
0Хочет он слыть нытиком и |недотепой, но его публичный имидж, его статус не позволяет|.
0Вообще о влиянии Пушкина на |Окуджаву упоминал и сам поэт [11] , и критики [12] |.
0Этот пародийный пласт поэмы относится |не только к натурфилософии Заболоцкого, но и к генезису его |поэмы.
0Книги были дешевы, приятны, и, |как замечал сам Марциал, их можно было без труда носить с| собой.
0)≉ ≈■≉ ≈В главке «Подберезье» сталкивается он| с семинаристом, исповедующим мартинизм (масоном), который стремится в Петербург для приобретения| знаний.
0Оба – подробны, в обоих отражен |опыт научных штудий в этой области, и в то же время в них| то и дело попадаются родимые пятна казенной науки советского времени.
0Но для адекватного потребления этого |изюма принадлежность к элите не является ни необходимой, ни достаточной.≉ Н. Г. Что это |за симптом – страх авторства, которым страдают, судя по предисловию к “виньеткам”, многие ваши коллеги?≉ А.
0Раскольников жаждет не справедливости вопреки |своему исходному посылу: он жаждет творчества, иначе с чего бы он так часто вспоминал |про Наполеона?
0Россия все чаще и откровеннее |сопоставляется с «богоизбранным» Израилем, рисуется как его прямая преемница, а Бог Израиля замещается пресловутым «|русским Богом».
0Эту борьбу можно увидеть и |в «Демоне»: с одной стороны, это стихотворение, как и многие другие стихи начала 1820-х |годов, демонстрирует углубляющийся философский скептицизм поэта, а с другой – называя «демона» скептицизма «злобным», а его суждения «хладным ядом» и – особенно – «клеветой», Пушкин косвенно выражает свое несогласие с ним.
0За полгода до открытия музея |этот вопрос вновь был поднят уже мэром Москвы и решен совместными усилиями центра “Исторический музей” и Фонда “|Холокост”.
0Среди собравшихся находился и Есенин – |единственный из “скифов”; с его слов Блок зафиксировал в своем дневнике события, случившиеся в тот день: “Звонил Есенин, рассказывал| о вчерашнем “утре России” в Тенишевском зале.
0Неправда:≉ ≈A Бонаротти?..≉ ≉ Вероятно, для |Сальери противопоставление гения и злодейства не было столь значимо до того, как Моцарт употребил понятие└ гений┘ не в абстрактно-мифологическом, а в личностном, персональном |значении, как └определение┘ для себя и Сальери.
0≉    История этих строк такова: когда| личный цензор Пушкина император Николай Павлович читал поэму, он кое-что пометил на полях, но резко возразил лишь против двух фрагментов, которые “вымарал”; одним из этих фрагментов как раз и| были обсуждаемые четыре строки.
0И хотя слова эти отданы “|либеральному” прокурору, без них Достоевский не полон, они являются необходимым противовесом для выраженных им от собственного лица мессианских упований, ибо только в совокупности своей все эти └pro┘ и └contra┘ образуют феномен| Достоевского.≉ Он действительно был пророк - но не в том (└не только ┘в том) смысле, который обычно в это понятие вкладывается.
0Вряд ли автор на этих страницах, в отличие от других, заботился о том, каким предстанет перед читателем его образ из подобного рода эксгибиционистских записей, очевидно, вся эта муть выплеснулась непроизвольно, сама собой… Вот это уж действительно типично └дневниковый┘ материал, спонтанный, свободный от самоцензуры, не регулируемый и не контролируемый автором■– и |именно этим особенно ценный для понимания тех зигзагов его сознания и темных углов подсознания, тех глубинных истоков и потаенных желаний, которые определяли |не только его сексуальную озабоченность, но – куда важнее – “философию” жизни, стремления, поступки.≉ * * *≉ Меня могут спросить: а зачем, собственно, нам копаться в этой “философии” Любченко, да еще и в его грязном белье?
0Поиск некой сверхтекстовой реальности, которая бы независимо от авторской интенции диктовала набор возможных и релевантных вариантов реализации темы, был связан в те годы с логикой развития позднего структурализма, все более впадающего в латентный онтологизм, иногда переходящий в формы религиозного истолкования природы культурного кода.≉ ≈Топоров пытался выявить не просто устойчивую семантику, закрепившуюся| за формальной организацией текста, а некое семантическое ядро, продуцирующее определенный порядок в| реализации содержательных структур текста.
0Или во мне какой-либо существенный изъян, что ли?”), – нужно было видеть все это, чтобы проникнуться к героям пьесы сочувствием, а нередко и состраданием.≉ Из многих упреков, которые приходилось слышать Эфросу, один из самых чувствительных был тот, что он игнорирует авторский замысел и тем самым искажает классику (“└нашу┘ классику” – прибавлялось нередко с |целью выражения дополнительной, но уж вовсе не литературной| интонации…).
0Все-таки пушкинский вариант предпочтительнее, потому что язык Юрьева не темен, а только лишь не полностью читателем (мною) освоен.≉ Здесь вовсе не лингвистическая проблема и не вопрос только эстетики и поэтики: Юрьев никого и ничто не пожалеет — менее всего самого себя, — но не ради красного словца — какой бы технически виртуозной ни представлялась его| поэзия (в этом смысле она столь же безупречна|, сколь и ненавязчива).
0Не из всякого сора вырастает поэзия, но если уж она пробилась сквозь залежи житейского мусора, если зашелестела молодой изумрудной зеленью и заблагоухала невиданной доселе красотой соцветий, то рождение ее - тайна, которая велика есть.≉ Разгадка тайны - на самой вершине некой умозрительной ледяной горы: как ни карабкайся, все равно скатишься вниз, к подножию, к |вечному началу восхождения.≉ А как было бы просто, если бы сор оставался сором, пена |морская - только пеной.
0Важнее различия в главной мысли: у Жуковского подчеркивается роль героя в истории, тогда как у Окуджавы видим поэтическое восприятие истории вообще и одного поколения в частности - в рамках концепции Дома как фундамента истории.≉ В отличие от военного события - смотра войск у Жуковского, у Окуджавы описывается чисто гражданский эпизод - вечерняя верховая прогулка с подчеркнуто| мирной образностью: флейты, клавесины, очаг и |дым, молоко и хлеб; и хотя упомянуты слава и шрамы, но нет оружия, - нечто совершенно противоположное военной образности баллады и, можно даже сказать, антивоенное, что согласуется с хорошо известным отношением Окуджавы к войне и, как было отмеченно выше, вытекает из пушкинского понимания истории.
0≉   (11 случаев; за предыдущие 6 лет – 1 случай), хотя зачастую эти строки вписывались отнюдь не в лирический контекст: “Если телецентр штурмуют, значит это кому-нибудь нужно?”, “Если царя хвалят, значит это кому-то нужно” и т. п. Но и “гражданская” поэзия Маяковского не была забыта: “Ешь перепелок, рябчиков жуй…”, “Ваше слово, товарищ Ваучер”, “|Говорим “МММ”, подразумеваем – Ленин” – вот несколько выбранных почти наугад примеров|.
0≉ ≈■≉ ≈Лосев выдвигает определенные претензии и к идеям, которые он понимает как реальные акты, и к личностям своих собеседников в веках, которых он понимает не только исторически, но и как пребывающее в вечности документальное свидетельство: ≉ ≈«Немецкий идеализм хотел или все понять (Гегель, Шеллинг), или все почувствовать (Новалис), или все охватить волей (Шопенгауэр)… В нем| нет целомудренности антично-средневекового апофатизма и нет той жизненной цельности, при которой └понимающий ┘абсолютное бытие и └чувствующий ┘его должен быть монахом, аскетом, подвижником|, пустынником.
